078, 01, 129472.68934634673, 02, 91871.26881873871, 03, 57395.68686219043, 04, 67780.60655283857, 05, 45833.50452235266, 06, 106834.28775158341, 07, 104839.81855750433, 08, 152443.69421583737, 09, 133469.43802424974, 10, 52390.80204267768, 11, 109671.45415374171, 12, 48289.690927191004, 13, 146099.20441909318, 14, 55237.12881322834, 15, 49055.20340404696, 16, 99684.11247288666, 17, 195222.31517490014, 18, 121785.2926477493, 19, 93266.36557079953, 20, 181630.7392273104, 21, 58239.83418853574, 22, 58284.23971525575, 23, 113725.97515934927, 24, 67211.48511655624, 25, 55334.29701498434, 26, 187145.50956138287, 27, 67753.82716696743, 28, 106220.24177399809, 29, 195613.87156569381, 30, 103940.34538412427, 31, 55665.82166222618, 32, 53078.88051358516, 33, 59893.06180655524, 34, 94206.4792125024, 35, 95512.39586211885, 36, 115378.06275906487, 37, 162129.41066846345, 38, 54898.4251690089, 39, 47759.57996380445, 40, 68139.05189603464, 41, 161190.02917202964, 42, 60315.43088984802, 43, 105836.80485019577, 44, 193633.3214639172, 45, 67786.06457135765
063, 01, 37576.52145204676, 02, 89202.14114295602, 03, 75438.43374997147, 04, 104901.2255659384, 05, 89068.1002680865, 06, 38109.71556125102, 07, 75311.90149363919, 08, 39152.50486647015, 09, 77048.59954374711, 10, 35041.55978898609, 11, 72682.67815090499, 12, 51798.82382831916, 13, 87532.31394806046, 14, 72341.20629112243, 15, 82260.58315825067, 16, 99254.78271505449, 17, 95396.268223254, 18, 46523.82219488373, 19, 27386.00925904956, 20, 34298.9532661624, 21, 69071.42087626964, 22, 89740.25072850997, 23, 81884.5317492637, 24, 85145.2722750487, 25, 35741.96129246512, 26, 48896.29000040787, 27, 32187.759445322554, 28, 34308.468680832564, 29, 50049.66796750422, 30, 33162.02871526046, 31, 95749.00896647137, 32, 106768.8902941222, 33, 29607.671812272816, 34, 40269.93802476289, 35, 37309.86577054448, 36, 70287.86410919018, 37, 82974.66875579872, 38, 79196.45881169631, 39, 28694.834448316386, 40, 103231.27812366032, 41, 75913.10858430881, 42, 33133.115881491096, 43, 135555.46077806404, 44, 47215.56151652522, 45, 85138.03062091435
041, 01, 56747.8881882108, 02, 114295.19586394932, 03, 38046.034714121444, 04, 38993.927489781825, 05, 38951.684632083125, 06, 46954.039403446266, 07, 67771.53439393613, 08, 114827.38756780687, 09, 40510.349229305706, 10, 49044.824523967996, 11, 56991.19573367606, 12, 44494.687052291265, 13, 46734.869590996896, 14, 56663.71673267137, 15, 44023.91038667112, 16, 39084.4838877376, 17, 40283.90700216709, 18, 77952.13765988527, 19, 76346.51223956762, 20, 80728.67406638265, 21, 101839.50185503214, 22, 37195.876146712275, 23, 39158.312251371186, 24, 55939.22703371393, 25, 53186.60086996113, 26, 71841.61001918443, 27, 50547.49760533616, 28, 122229.5419936263, 29, 60419.39191814815, 30, 79101.92678212315, 31, 76844.98217659793, 32, 138352.50149819194, 33, 40318.061980129496, 34, 34270.885464769606, 35, 49284.4895428195, 36, 51697.55127142761, 37, 55434.52435700296, 38, 33530.00571763063, 39, 50432.96351357641, 40, 119841.37562288721, 41, 80191.74702767355, 42, 39656.285139151536, 43, 53696.985831444596, 44, 58971.251522377264, 45, 75238.18973297955
043, 01, 83322.42736605722, 02, 68249.25027234099, 03, 37485.650432920345, 04, 81724.78589000562, 05, 39045.439774250495, 06, 106123.80767545752, 07, 30344.048887471225, 08, 39245.92729717023, 09, 76563.91113085105, 10, 29159.328830539132, 11, 73901.28865522859, 12, 102451.61783859448, 13, 32380.718363274635, 14, 38238.286308349016, 15, 71281.70818315462, 16, 37625.86482068908, 17, 38950.827357000366, 18, 93564.4799320719, 19, 28714.337329769427, 20, 65604.89694856283, 21, 92927.01409631758, 22, 67783.7428506786, 23, 29030.84807626618, 24, 76267.0438583028, 25, 26335.734636819358, 26, 71522.84043709534, 27, 166869.8682368716, 28, 114624.43714361495, 29, 56587.02068447898, 30, 36699.926633321455, 31, 43536.90980644047, 32, 43502.105866991296, 33, 73263.47795710174, 34, 105088.6270986347, 35, 87136.0485969845, 36, 58434.20923147102, 37, 26104.64582179213, 38, 63452.4754686862, 39, 97264.2051983171, 40, 71655.1898083516, 41, 29647.84222897538, 42, 35885.28344691392, 43, 34156.69613612887, 44, 34210.58604389493, 45, 78380.22466618622
092, 01, 58664.23782137308, 02, 138085.40553554607, 03, 112425.29948272751, 04, 56152.03058540936, 05, 91407.78542665785, 06, 139600.29444981526, 07, 61297.65963726568, 08, 138091.69750150596, 09, 60213.78706809403, 10, 47721.18329355121, 11, 53839.22265584812, 12, 168832.3908859112, 13, 105945.85275936165, 14, 59076.8845460264, 15, 60854.56515734499, 16, 65347.89595049216, 17, 182818.78453522854, 18, 161579.2587000841, 19, 172258.77776280168, 20, 114480.41134689744, 21, 284510.7822553889, 22, 46813.73136815993, 23, 167505.5482249304, 24, 135147.61821618216, 25, 141955.92408185304, 26, 127096.45774019358, 27, 50989.76715873189, 28, 93889.07344065927, 29, 90928.93771307143, 30, 53562.024505705354, 31, 44112.5234006254, 32, 122937.73503569308, 33, 51931.50412690706, 34, 117919.7246730837, 35, 138582.02272900468, 36, 83796.55708771975, 37, 59680.07686517337, 38, 44388.3389999442, 39, 58747.60061759766, 40, 106361.01224448331, 41, 116805.35519380549, 42, 78920.71139184781, 43, 66070.2242504942, 44, 48251.7379815816, 45, 50318.04117317334
035, 01, 39919.97962137761, 02, 22741.081229870117, 03, 19765.45060832277, 04, 67101.18526377424, 05, 19474.192354914278, 06, 72213.6593006853, 07, 75929.20454003624, 08, 60082.24367730711, 09, 44261.91240791285, 10, 38285.560119182555, 11, 76686.28548017364, 12, 20085.694438384828, 13, 21428.693142818225, 14, 77329.1813347455, 15, 21164.82320737968, 16, 40629.205273156535, 17, 26143.148643595843, 18, 77618.99902137254, 19, 17593.82995634669, 20, 59889.85915379913, 21, 66829.06392967232, 22, 20204.657212578593, 23, 25807.989090312796, 24, 71495.39178916425, 25, 19349.164181837048, 26, 20881.481600377163, 27, 72341.69202047307, 28, 24936.065791158595, 29, 69462.71154225622, 30, 81260.37559280558, 31, 25902.94418834544, 32, 61927.24843771269, 33, 59866.3643067892, 34, 20191.837909384652, 35, 61572.224059422406, 36, 21895.738164170867, 37, 65514.437067791994, 38, 25380.93100496568, 39, 18820.63677765074, 40, 41363.55405899044, 41, 26891.690516742172, 42, 21506.93579682593, 43, 69606.76032002085, 44, 65862.36014215263, 45, 66080.48023929003
046, 01, 197062.13692513952, 02, 121905.29626610447, 03, 240601.03912734232, 04, 144827.41548357456, 05, 135642.30857002854, 06, 96426.82058003444, 07, 151644.52042644058, 08, 229072.97842222513, 09, 250066.81277143644, 10, 107592.72740693534, 11, 80975.44961883943, 12, 123782.32413023365, 13, 109931.47041255725, 14, 147068.6097848352, 15, 230982.37808050573, 16, 255135.12302992592, 17, 94467.86930918755, 18, 101022.45917000806, 19, 129678.00797251554, 20, 131284.2855041247, 21, 98269.64187191431, 22, 128891.66010265241, 23, 118344.72668384682, 24, 99236.50402838341, 25, 204611.63772279196, 26, 87630.89784478319, 27, 126198.2969669543, 28, 129408.39643457504, 29, 159327.45122267323, 30, 165597.1180341892, 31, 204583.55724314545, 32, 83926.16573935814, 33, 135416.17100316254, 34, 161838.265775698, 35, 186077.51905401534, 36, 102776.78478179785, 37, 207197.2307856641, 38, 97675.56509605683, 39, 124259.55012443254, 40, 109980.80889432311, 41, 207794.69734373392, 42, 221769.23219433133, 43, 90983.1142772905, 44, 187365.71849104232, 45, 91402.81802688976
068, 01, 74810.96862621413, 02, 44749.093910280826, 03, 30297.702256694098, 04, 104094.0425435763, 05, 48003.01400186898, 06, 73298.89714154165, 07, 128806.38686721484, 08, 96826.58447669646, 09, 156004.376296035, 10, 50198.962487473196, 11, 60266.18342999563, 12, 72905.11326323925, 13, 35631.74295459595, 14, 80455.12837413531, 15, 69294.89426697076, 16, 42267.300415987986, 17, 29345.460320293827, 18, 45241.75005243826, 19, 72894.36245862363, 20, 42439.17620074941, 21, 71515.9535838279, 22, 70502.78801402423, 23, 49270.811299034205, 24, 70964.31945274155, 25, 33309.37661342475, 26, 43813.301888677335, 27, 27996.648629126885, 28, 104089.55163304668, 29, 68446.3866452072, 30, 38945.27604116128, 31, 125679.21539919816, 32, 150451.1306567379, 33, 35311.77645741497, 34, 68787.63554960964, 35, 68225.66676585903, 36, 40113.53377114203, 37, 68051.84205110006, 38, 34430.19037039329, 39, 64845.5678850722, 40, 34639.485252562576, 41, 92004.63889669414, 42, 106796.50363653638, 43, 49954.55911397084, 44, 46571.117377421964, 45, 62060.453263692405
069, 01, 91130.60646872522, 02, 40619.04026903661, 03, 57266.928816741376, 04, 27256.153416435583, 05, 23018.052354219377, 06, 29937.569101476744, 07, 44725.41100492687, 08, 48781.80360995911, 09, 21537.39876145413, 10, 29143.949997896714, 11, 51437.72734103274, 12, 107465.35457646598, 13, 24608.11803478947, 14, 31155.67990424586, 15, 22371.539735546023, 16, 28454.127242812177, 17, 37700.665347842005, 18, 22208.614857415567, 19, 87844.87080441225, 20, 30076.842143513513, 21, 71522.72662987815, 22, 25264.338918473353, 23, 31531.982868686184, 24, 30735.51284160625, 25, 66310.18388559953, 26, 47977.96977469198, 27, 61760.77520413295, 28, 32123.204450757436, 29, 29991.84611002959, 30, 30054.848707313802, 31, 20145.42762035812, 32, 37174.21974379771, 33, 49783.3435587944, 34, 22203.905552698256, 35, 28533.652802988385, 36, 48349.08676628277, 37, 21357.63456636788, 38, 44624.74750441591, 39, 27586.770525558688, 40, 51776.069398377746, 41, 105265.3413758976, 42, 19172.27953326958, 43, 23257.76849425263, 44, 32982.61346666311, 45, 29299.00819080568
076, 01, 174598.69638442365, 02, 55740.52058193355, 03, 40499.67342033198, 04, 113902.41718198336, 05, 62277.848606060164, 06, 172561.59447954927, 07, 170046.76368561812, 08, 37904.438204687554, 09, 72113.17238205089, 10, 178893.72034380463, 11, 35280.220967974776, 12, 52146.37831077076, 13, 196541.1426857481, 14, 170112.66409686155, 15, 43529.22921413732, 16, 43158.72416140791, 17, 147830.07260473468, 18, 39265.68033288075, 19, 175057.20611659024, 20, 40463.556265955514, 21, 149639.40850692935, 22, 42707.19623247781, 23, 188249.106314638, 24, 65120.68438478779, 25, 59112.06847983147, 26, 70556.21405740874, 27, 62997.47054218566, 28, 65869.62427946512, 29, 67526.8871122606, 30, 55161.17839774109, 31, 135190.91639186145, 32, 110366.7149557843, 33, 73370.71196290599, 34, 49975.904925257455, 35, 48469.760148249676, 36, 51237.71337478236, 37, 52400.37506486052, 38, 51880.72639504375, 39, 44153.07703827393, 40, 144617.30949219703, 41, 69020.10672784325, 42, 62894.192403600086, 43, 182202.04676733149, 44, 112888.63095429985, 45, 73042.40693383309
